"builtup","energy","agriharv","forest_integrity_grantham","hewson_forest_transition_potential","pig_gilbert","cattle_gilbert","mmb","pop_2020_worldpop","lincomb_hosts"
2.31658910343102,0.118570227128644,0.221706622485959,-1.09096105179975,0.281717340322577,-1.01070556036224,0.216881799181317,-0.287559794643883,-0.560910101994197,1.41596061145196
-1.02630682447431,0.544651636882673,-0.788014774057874,-1.43124219563874,0.408477794399194,-0.0296795415226335,1.34268031785022,1.14225314169968,0.892248910694262,-0.341743235797542
-3.05200568313656,0.932577887914054,0.0561996521410109,0.248842870507439,-0.996712961750913,1.33098131842377,-0.518541600790923,-0.810092128032398,0.64743230919106,0.123412374350559
-0.0941508796001876,0.314128789315325,-0.501031522274851,1.45218931066391,-0.639749836482414,0.299069622605678,-1.08666030153727,-2.2549331975598,0.60259963963906,0.460169256451353
-0.246919813574926,-0.873979415990826,-1.08966864650368,-0.362378987485273,-0.303199233250214,0.083248000177188,-0.854663992919515,-0.0788256805375593,-0.804001414911771,1.83067577215108
1.66115412155816,0.957972187096476,-0.623674501210002,0.977175681599361,-0.110288733391756,0.640652976540257,-0.89621332506112,0.822870253261284,1.16283699438952,-1.30242625233712
-0.448898583206566,0.92012546203804,-1.17959042912481,1.56845644558106,-2.08524891579157,-0.309430810666738,1.91705618093621,-0.0680602123734958,0.759484991574242,0.588239640151433
0.546043205564441,-0.799606611156685,-0.320034204572679,1.28670247147144,0.10087934017642,-0.0465413150029965,1.94072909017478,-0.327573545266487,-1.00261945777027,0.343908394229021
-0.279766086728549,-0.282707478213224,0.65216115303406,-0.43543429131585,-1.76324417623227,0.90095584807354,-0.562217568767315,0.45790388807773,1.0512509657945,0.658695555578475
0.110662133371626,-0.779606632620405,0.817236266805217,-0.341673158426492,-1.1112919313985,-0.476905048477518,-0.95044101376912,0.893724552947569,0.570306298958894,-0.358820813473991
-0.0387176422190292,0.810381255342233,0.887689870781716,0.873990659695494,2.19421224319005,-1.3672764185528,0.623124226020984,0.0230165156818553,0.220072320201889,0.189490873028385
-2.51287247701767,0.316686090212779,0.132145266643929,0.885584965997457,-0.503257792205563,0.776691187646129,-1.47736282067313,0.257779491821186,2.16265003971409,-0.102035470775336
0.472832395633972,-0.769350213503187,1.14870998982123,-0.0313709788078961,-0.218408869803357,0.417649848777357,-0.287543869359691,1.47304739508583,-0.112899429191406,0.271195580132877
-0.354117073728358,-0.297853056012705,0.591364356078055,0.479130432791369,-1.13732976194583,-0.23379411859931,-0.6714892375594,-1.08382616744477,-0.94135221923277,-0.168340112530427
1.30559400754936,1.85894366075791,-2.4509753394885,0.253140968034783,-0.22777627759631,-0.775812761778274,1.08106607996099,-2.24526180853725,0.219597577084938,-2.74690355388302
-1.10753364588433,-0.460842295803354,-0.0287046719601675,0.721471142833813,1.88099929455311,0.130818988114651,1.2805373411855,1.11076276103084,-0.600200611710854,0.915815670411852
-0.178414265673482,0.763653310035657,1.8187227921884,0.103972200906036,0.443254201775044,0.0465520878284619,-1.25036210424923,-0.289381262767297,0.796442042341413,-0.949819452006127
0.74957027535423,-0.0471277290042909,-0.541323796533986,-1.27249151945283,0.0807365434640386,-0.940340071795075,0.503038325331877,0.234544290393994,-0.836754122984118,0.75505100634673
-0.464276951274429,-0.548455523577792,0.207667282076182,-1.32499278492535,2.24900692796859,1.73921164604564,-0.375788388468148,-0.931083313274462,1.0115160779621,1.42499424963656
-1.71191192333472,2.18288247404092,-3.30438788300108,0.719880933213568,0.375488221773375,0.0392002650890653,-0.602659068321235,0.990256467397205,0.849416895134761,0.526950379410525
0.320071135344592,1.57020784632817,1.30533927030624,0.652414265670236,-0.0238612134685359,0.582016938230087,0.436931531713128,0.471515013504322,-0.102449794830757,1.9864708372134
0.943560541747463,0.339702724808468,2.61630745585404,0.634140546489216,0.925567263541079,-0.884405991350377,-0.378173219849947,-1.91997309678442,0.167964809412557,-0.807361522020234
-0.79596752317892,-0.579772688045733,-0.191605035757233,2.05067583252327,-0.633024453034362,-0.583276642849502,-0.853229281530411,-1.15483717236854,0.818758817168008,-0.853464248354587
-0.00190247625466558,-0.672624797065558,-0.48406516742806,-0.755291262392371,0.419179799865025,-0.521307514970137,2.83641015392616,-0.289477166018705,1.3398198166887,-0.544114692007071
